backend,epoch,epoch_mean_loss,epoch_time_s,epoch_mean_grad_norm,epoch_mean_sample_time_s
cython,0,0.4258002327836078,0.3605674180435017,0.9189878935399263,0.015658796142341325
cython,1,0.4419528543949127,0.2894684870261699,0.9356200124906457,0.012572820667865808
numpy,0,0.42580022500908893,0.5321501389844343,0.9189878753993822,0.023118056442953
numpy,1,0.4419528647609379,0.5571414210135117,0.9356200280396835,0.024206642142456512
